================ Training Loss (Thu Aug 27 22:54:09 2020) ================
(epoch: 1, iters: 100, time: 0.550, data: 0.293) D_A: 0.267 G_A: 0.453 cycle_A: 1.035 idt_A: 0.429 D_B: 0.110 G_B: 0.239 cycle_B: 1.184 idt_B: 0.496 
(epoch: 2, iters: 46, time: 0.562, data: 0.002) D_A: 0.218 G_A: 0.387 cycle_A: 0.864 idt_A: 0.677 D_B: 0.311 G_B: 0.576 cycle_B: 1.614 idt_B: 0.371 
(epoch: 2, iters: 146, time: 0.556, data: 0.002) D_A: 0.181 G_A: 0.355 cycle_A: 1.033 idt_A: 0.456 D_B: 0.254 G_B: 0.370 cycle_B: 1.140 idt_B: 0.436 
(epoch: 3, iters: 92, time: 1.026, data: 0.002) D_A: 0.212 G_A: 0.380 cycle_A: 0.816 idt_A: 0.495 D_B: 0.329 G_B: 1.538 cycle_B: 0.846 idt_B: 0.500 
(epoch: 4, iters: 38, time: 0.564, data: 0.002) D_A: 0.223 G_A: 0.328 cycle_A: 1.789 idt_A: 0.622 D_B: 1.280 G_B: 1.518 cycle_B: 1.226 idt_B: 0.747 
(epoch: 4, iters: 138, time: 0.553, data: 0.001) D_A: 0.378 G_A: 0.889 cycle_A: 0.943 idt_A: 0.479 D_B: 0.231 G_B: 0.242 cycle_B: 1.529 idt_B: 0.307 
(epoch: 5, iters: 84, time: 0.559, data: 0.002) D_A: 0.112 G_A: 0.385 cycle_A: 1.760 idt_A: 0.481 D_B: 0.267 G_B: 0.265 cycle_B: 1.069 idt_B: 0.554 
(epoch: 6, iters: 30, time: 1.058, data: 0.001) D_A: 0.190 G_A: 0.252 cycle_A: 0.709 idt_A: 0.517 D_B: 0.352 G_B: 0.448 cycle_B: 1.101 idt_B: 0.336 
(epoch: 6, iters: 130, time: 0.555, data: 0.002) D_A: 0.278 G_A: 0.287 cycle_A: 1.580 idt_A: 0.467 D_B: 0.288 G_B: 0.203 cycle_B: 1.224 idt_B: 0.752 
(epoch: 7, iters: 76, time: 0.562, data: 0.002) D_A: 0.196 G_A: 0.361 cycle_A: 0.993 idt_A: 0.438 D_B: 0.188 G_B: 0.366 cycle_B: 1.129 idt_B: 0.474 
(epoch: 8, iters: 22, time: 0.560, data: 0.001) D_A: 0.308 G_A: 0.351 cycle_A: 0.807 idt_A: 0.463 D_B: 0.388 G_B: 0.534 cycle_B: 1.140 idt_B: 0.370 
(epoch: 8, iters: 122, time: 1.024, data: 0.001) D_A: 0.220 G_A: 0.387 cycle_A: 1.488 idt_A: 0.393 D_B: 0.252 G_B: 0.468 cycle_B: 1.189 idt_B: 0.691 
